Loading Datastore...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "GET /channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "GET /channels/listall/v2?token=3 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "GET /channels/listall/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST /dm/create/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:42] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET /dm/details/v1?token=invalid+token&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=99999999 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=owiehgoweih HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjozLCJzZXNzaW9uX2lkIjoxfQ.HegWrSRHeidW4be_LhFAx87w3D_f3p7C6aksl9_a6-Y&dm_id=1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET /dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoxfQ.b2uGzKh1mVyiQglDXvehaIV3oOZv4NEJ2oV1Fxgkloc&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:43] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "GET //dm/details/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJzZXNzaW9uX2lkIjoxfQ.b2uGzKh1mVyiQglDXvehaIV3oOZv4NEJ2oV1Fxgkloc&dm_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 400 Bad Request: Non-existant u_id given! <Response 140 bytes [400 BAD REQUEST]>
response 400 Bad Request: You cannot remove the final global owner! <Response 157 bytes [400 BAD REQUEST]>
response 403 Forbidden: You're not a global owner, forbidden! <Response 154 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: You're not a global owner, forbidden! <Response 154 bytes [403 FORBIDDEN]>
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 400 Bad Request: Non-existant u_id given! <Response 140 bytes [400 BAD REQUEST]>
response 400 Bad Request: u_id is the final global owner! <Response 147 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invalid permission_id <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Already the same permission_id <Response 146 bytes [400 BAD REQUEST]>
response 403 Forbidden: You're not a global owner, forbidden! <Response 154 bytes [403 FORBIDDEN]>
response 400 Bad Request: Email does not exist! <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: Incorrect Password! <Response 135 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email already exists within system! <Response 151 bytes [400 BAD REQUEST]>
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 400 Bad Request: New password is too short! <Response 142 bytes [400 BAD REQUEST]>
response 400 Bad Request: Reset_code does not match! <Response 142 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email does not match the regular expression! <Response 160 bytes [400 BAD REQUEST]>
response 400 Bad Request: Email already exists within system! <Response 151 bytes [400 BAD REQUEST]>
response 400 Bad Request: Password is too short! <Response 138 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name length is invalid! <Response 145 bytes [400 BAD REQUEST]>
response 400 Bad Request: First name length is invalid! <Response 145 bytes [400 BAD REQUEST]>
response 400 Bad Request: Last name length is invalid! <Response 144 bytes [400 BAD REQUEST]>
response 400 Bad Request: Password is too short! <Response 138 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel ID 1 is invalid.  <Response 141 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID 3 is invalid. <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID 2 is not a member of channel (Channel ID 1). <Response 168 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID 2 is already an owner of the channel. <Response 161 bytes [400 BAD REQUEST]>
response 403 Forbidden: User ID 2 does not have owner permissions in this channel. <Response 170 bytes [403 FORBIDDEN]>
response 403 Forbidden: User ID 2 does not have owner permissions in this channel. <Response 170 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel ID 7 is invalid.  <Response 141 bytes [400 BAD REQUEST]>
response 403 Forbidden: User ID 2 is not a member of channel (Channel ID 1). <Response 164 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: This channel does not exist! <Response 144 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID is invalid.  <Response 136 bytes [400 BAD REQUEST]>
response 400 Bad Request: Invitee is already in the channel <Response 149 bytes [400 BAD REQUEST]>
response 403 Forbidden: Authorised user is not a member of the channel.  <Response 160 bytes [403 FORBIDDEN]>
response 403 Forbidden: User ID is invalid. Unable to access any details with this ID. <Response 174 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel ID is invalid.  <Response 139 bytes [400 BAD REQUEST]>
response 400 Bad Request: User is already in the channel <Response 146 bytes [400 BAD REQUEST]>
response 403 Forbidden: User is trying to access a private channel <Response 154 bytes [403 FORBIDDEN]>
response 403 Forbidden: User ID is invalid. Unable to access any details with this ID. <Response 174 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel ID 1 is invalid.  <Response 141 bytes [400 BAD REQUEST]>
response 500 Internal Server Error: The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application. <Response 290 bytes [500 INTERNAL SERVER ERROR]>
response 403 Forbidden: User ID 2 is not a member of General, channel ID 1  <Response 163 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel_id <class 'NoneType'> is not valid! <Response 175 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message index {start} is invalid! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message index {start} is invalid! <Response 149 bytes [400 BAD REQUEST]>
response 400 Bad Request: Message index {start} is invalid! <Response 149 bytes [400 BAD REQUEST]>
response 403 Forbidden: User ID token is invalid. Unable to access any details with this ID. <Response 180 bytes [403 FORBIDDEN]>
response 403 Forbidden: User ID token is invalid. Unable to access any details with this ID. <Response 180 bytes [403 FORBIDDEN]>
response 403 Forbidden: You cannot call messages, you are not a member! <Response 159 bytes [403 FORBIDDEN]>
response 400 Bad Request: Channel ID 1 is invalid.  <Response 141 bytes [400 BAD REQUEST]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: User ID 3 is invalid. <Response 137 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID 2 is not an owner of the channel. <Response 157 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID 2 is not an owner of the channel. <Response 157 bytes [400 BAD REQUEST]>
response 400 Bad Request: User ID 1 is the only owner of the channel. <Response 159 bytes [400 BAD REQUEST]>
response 403 Forbidden: User ID 2 does not have owner permissions in this channel. <Response 170 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 403 Forbidden: Invalid Token <Response 125 bytes [403 FORBIDDEN]>
response 400 Bad Request: No channel name is entered or channel name is longer than 20 characters. <Response 188 bytes [400 BAD REQUEST]>
response 400 Bad Request: No channel name is entered or channel name is longer than 20 characters. <Response 188 bytes [400 BAD REQUEST]>
response 400 Bad Request: Something went wrong, unable to determine if channel is public or private. <Response 190 bytes [400 BAD REQUEST]>
response 400 Bad Request: Something went wrong, unable to determine if channel is public or private. <Response 190 bytes [400 BAD REQUEST]>
response 400 Bad Request: This channel name already exists, please create a new channel name or request to join this channel. <Response 215 bytes [400 BAD REQUEST]>
response 403 Forbidden: User ID 3 is invalid. Unable to access any details with this ID. <Response 176 bytes [403 FORBIDDEN]>
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 400 Bad Request: Non-existant u_id given! <Response 140 bytes [400 BAD REQUEST]>
response 400 Bad Request: Duplicate u_ids in your dms!!! <Response 146 bytes [400 BAD REQUEST]>
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 400 Bad Request: Given dm does not exist <Response 139 bytes [400 BAD REQUEST]>
response 400 Bad Request: Given dm does not exist <Response 139 bytes [400 BAD REQUEST]>
response 403 Forbidden: User is not a member of the DM! <Response 143 bytes [403 FORBIDDEN]>
response 403 Forbidden: DM exists, however user is not in DM <Response 148 bytes [403 FORBIDDEN]>
response 403 Forbidden: False Token! <Response 124 bytes [403 FORBIDDEN]>
response 400 Bad Request: Given dm does not exist <Response 139 bytes [400 BAD REQUEST]>
response 400 Bad Request: Given dm does not exist127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "DELETE //clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST //auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "POST /dm/create/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 05:48:44] "GET /dm/list/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJzZXNzaW9uX2lkIjoxfQ.f9EmOjBa0R_aGDgrRp3kVzUs8Ox2ANNeooOgxCUcrI8 HTTP/1.1" 200 -
